ID,Username_gb,CreateDate_gb,Biased_gb,Keyword_gb,Text_gb,Predicted_gb,Username_rf,CreateDate_rf,Biased_rf,Keyword_rf,Text_rf,Predicted_rf,Username,CreateDate,Biased,Keyword,Text,Predicted
1202822653293150209,DerorCurrency,2019-12-06 05:30:42+00:00,1,ZioNazi,"Tell me again how Judaism is not ZioNazism.  ""It's an evil society. Carpet bomb the lot of them.""  Rabbi David Bar-Hayim  https://t.co/h6tbHGb7pC",1,DerorCurrency,2019-12-06 05:30:42+00:00,1,ZioNazi,"Tell me again how Judaism is not ZioNazism.  ""It's an evil society. Carpet bomb the lot of them.""  Rabbi David Bar-Hayim  https://t.co/h6tbHGb7pC",1,DerorCurrency,2019-12-06 05:30:42+00:00,1,ZioNazi,"Tell me again how Judaism is not ZioNazism.  ""It's an evil society. Carpet bomb the lot of them.""  Rabbi David Bar-Hayim  https://t.co/h6tbHGb7pC",1
1345103086180855811,EricMoLevesque,2021-01-01 20:22:21+00:00,1,Israel,"Israel is imposing an apartheid regime, denying Palestinians their right to self-determination. Global civil society groups are calling on @UN_PGA to act for justice. #UNInvestigateApartheid #SanctionsOnApartheid\n\nRead their call https://t.co/oc1FORozED https://t.co/l20HUkchA7",1,EricMoLevesque,2021-01-01 20:22:21+00:00,1,Israel,"Israel is imposing an apartheid regime, denying Palestinians their right to self-determination. Global civil society groups are calling on @UN_PGA to act for justice. #UNInvestigateApartheid #SanctionsOnApartheid\n\nRead their call https://t.co/oc1FORozED https://t.co/l20HUkchA7",1,EricMoLevesque,2021-01-01 20:22:21+00:00,1,Israel,"Israel is imposing an apartheid regime, denying Palestinians their right to self-determination. Global civil society groups are calling on @UN_PGA to act for justice. #UNInvestigateApartheid #SanctionsOnApartheid\n\nRead their call https://t.co/oc1FORozED https://t.co/l20HUkchA7",1
1234548498915155968,GrayAngel81,2020-03-02 18:37:53+00:00,1,Israel,Netanyahu's israel is the same as Gantz's israel; everyone is zionist [Joint List aside] &amp; the issue of israel's apartheid is not up for debate https://t.co/oeMDTMupMF,1,GrayAngel81,2020-03-02 18:37:53+00:00,1,Israel,Netanyahu's israel is the same as Gantz's israel; everyone is zionist [Joint List aside] &amp; the issue of israel's apartheid is not up for debate https://t.co/oeMDTMupMF,1,GrayAngel81,2020-03-02 18:37:53+00:00,1,Israel,Netanyahu's israel is the same as Gantz's israel; everyone is zionist [Joint List aside] &amp; the issue of israel's apartheid is not up for debate https://t.co/oeMDTMupMF,1
1228143125643714561,Suket_T3k1,2020-02-14 02:25:13+00:00,1,ZioNazi,"#Apartheid zionazist...\nEthnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..\nIsrael is copying South Africa very well\n\n#SobatPalestinaINA \n#BelaBaitulMaqdis_AlQuds\nhttps://t.co/JXXuu7oas7",1,Suket_T3k1,2020-02-14 02:25:13+00:00,1,ZioNazi,"#Apartheid zionazist...\nEthnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..\nIsrael is copying South Africa very well\n\n#SobatPalestinaINA \n#BelaBaitulMaqdis_AlQuds\nhttps://t.co/JXXuu7oas7",1,Suket_T3k1,2020-02-14 02:25:13+00:00,1,ZioNazi,"#Apartheid zionazist...\nEthnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..\nIsrael is copying South Africa very well\n\n#SobatPalestinaINA \n#BelaBaitulMaqdis_AlQuds\nhttps://t.co/JXXuu7oas7",1
1117756487558991872,Belle_Palestine,2019-04-15 11:48:08+00:00,1,ZioNazi,It�s only zionazi terrorism ... https://t.co/qMF5EZNrvI,1,Belle_Palestine,2019-04-15 11:48:08+00:00,1,ZioNazi,It�s only zionazi terrorism ... https://t.co/qMF5EZNrvI,1,Belle_Palestine,2019-04-15 11:48:08+00:00,1,ZioNazi,It�s only zionazi terrorism ... https://t.co/qMF5EZNrvI,1
1164126514780213248,hazem1973,2019-08-21 10:46:04+00:00,1,ZioNazi,According to ZioNazis in order for you NOT to be anti Semitic you have to support israels murder of Palestinian ch https://t.co/mXNQQjrsKl,1,hazem1973,2019-08-21 10:46:04+00:00,1,ZioNazi,According to ZioNazis in order for you NOT to be anti Semitic you have to support israels murder of Palestinian ch https://t.co/mXNQQjrsKl,1,hazem1973,2019-08-21 10:46:04+00:00,1,ZioNazi,According to ZioNazis in order for you NOT to be anti Semitic you have to support israels murder of Palestinian ch https://t.co/mXNQQjrsKl,1
1097441242647068673,MuzafferMuzzy49,2019-02-18 10:22:36+00:00,1,ZioNazi,Zionazi terorist bastard https://t.co/CCZOomGg8a,1,MuzafferMuzzy49,2019-02-18 10:22:36+00:00,1,ZioNazi,Zionazi terorist bastard https://t.co/CCZOomGg8a,1,MuzafferMuzzy49,2019-02-18 10:22:36+00:00,1,ZioNazi,Zionazi terorist bastard https://t.co/CCZOomGg8a,1
1237254370284187648,leaderless_one,2020-03-10 05:50:03+00:00,1,ZioNazi,@EricJRacy @rosen_steve @JvpAction @jvplive @ACLUaz ZioNazi in the house!,1,leaderless_one,2020-03-10 05:50:03+00:00,1,ZioNazi,@EricJRacy @rosen_steve @JvpAction @jvplive @ACLUaz ZioNazi in the house!,1,leaderless_one,2020-03-10 05:50:03+00:00,1,ZioNazi,@EricJRacy @rosen_steve @JvpAction @jvplive @ACLUaz ZioNazi in the house!,1
1150762917798785024,Say_Non_Now,2019-07-15 13:43:54+00:00,1,ZioNazi,We all know that Lindsay and her �friends� are all a bunch of Warmongering ZioNAZI plants that put Israel over America.\n\n#AbolishAIPAC\n\n#AuditTheFED https://t.co/0X8gKJGEIn https://t.co/hvxiCN4LXk,1,Say_Non_Now,2019-07-15 13:43:54+00:00,1,ZioNazi,We all know that Lindsay and her �friends� are all a bunch of Warmongering ZioNAZI plants that put Israel over America.\n\n#AbolishAIPAC\n\n#AuditTheFED https://t.co/0X8gKJGEIn https://t.co/hvxiCN4LXk,1,Say_Non_Now,2019-07-15 13:43:54+00:00,1,ZioNazi,We all know that Lindsay and her �friends� are all a bunch of Warmongering ZioNAZI plants that put Israel over America.\n\n#AbolishAIPAC\n\n#AuditTheFED https://t.co/0X8gKJGEIn https://t.co/hvxiCN4LXk,1
1240753870206152704,laotraneta,2020-03-19 21:35:49+00:00,1,ZioNazi,@domenictiso4 @RightWingWatch Jewchristian zionazis sects!,1,laotraneta,2020-03-19 21:35:49+00:00,1,ZioNazi,@domenictiso4 @RightWingWatch Jewchristian zionazis sects!,1,laotraneta,2020-03-19 21:35:49+00:00,1,ZioNazi,@domenictiso4 @RightWingWatch Jewchristian zionazis sects!,1
1253799460901056517,mrbill555,2020-04-24 21:34:20+00:00,1,ZioNazi,Zionazis https://t.co/dwfRV6VxA5,1,mrbill555,2020-04-24 21:34:20+00:00,1,ZioNazi,Zionazis https://t.co/dwfRV6VxA5,1,mrbill555,2020-04-24 21:34:20+00:00,1,ZioNazi,Zionazis https://t.co/dwfRV6VxA5,1
1512115773254377484,millriv,2022-04-07 17:11:08+00:00,1,Israel,"Unilever is attempting to bully Ben &amp; Jerry�s independent board into maintaining business as usual with apartheid Israel, the BDS movement said yesterday. https://t.co/vF60qR49Pj",1,millriv,2022-04-07 17:11:08+00:00,1,Israel,"Unilever is attempting to bully Ben &amp; Jerry�s independent board into maintaining business as usual with apartheid Israel, the BDS movement said yesterday. https://t.co/vF60qR49Pj",1,millriv,2022-04-07 17:11:08+00:00,1,Israel,"Unilever is attempting to bully Ben &amp; Jerry�s independent board into maintaining business as usual with apartheid Israel, the BDS movement said yesterday. https://t.co/vF60qR49Pj",1
1216801054433652736,aHarand,2020-01-13 19:15:53+00:00,1,ZioNazi,@StateDept @realDonaldTrump Mr. president you and your administration stands only and only for ZioNazi terrorist state of Israel.,1,aHarand,2020-01-13 19:15:53+00:00,1,ZioNazi,@StateDept @realDonaldTrump Mr. president you and your administration stands only and only for ZioNazi terrorist state of Israel.,1,aHarand,2020-01-13 19:15:53+00:00,1,ZioNazi,@StateDept @realDonaldTrump Mr. president you and your administration stands only and only for ZioNazi terrorist state of Israel.,1
1222622808381050885,SDGMasterglass,2020-01-29 20:49:27+00:00,1,ZioNazi,"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour ! https://t.co/cXFMCbpo3h",1,SDGMasterglass,2020-01-29 20:49:27+00:00,1,ZioNazi,"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour ! https://t.co/cXFMCbpo3h",1,SDGMasterglass,2020-01-29 20:49:27+00:00,1,ZioNazi,"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour ! https://t.co/cXFMCbpo3h",1
1473592555375837184,AlRawand3,2021-12-22 04:53:37+00:00,1,Israel,"@UKinJerusalem Israel is a criminal state that kills innocent Palestinians and demolishes their homes. ""Israel"" must be boycotted and sanctioned over its crimes that committed against Palestinian people.",1,AlRawand3,2021-12-22 04:53:37+00:00,1,Israel,"@UKinJerusalem Israel is a criminal state that kills innocent Palestinians and demolishes their homes. ""Israel"" must be boycotted and sanctioned over its crimes that committed against Palestinian people.",1,AlRawand3,2021-12-22 04:53:37+00:00,1,Israel,"@UKinJerusalem Israel is a criminal state that kills innocent Palestinians and demolishes their homes. ""Israel"" must be boycotted and sanctioned over its crimes that committed against Palestinian people.",1
1144288608175759366,hmedsix,2019-06-27 16:57:18+00:00,1,ZioNazi,"Racist apartheid state. Zionazis dont spare even  black soldiers, who protect them.",1,hmedsix,2019-06-27 16:57:18+00:00,1,ZioNazi,"Racist apartheid state. Zionazis dont spare even  black soldiers, who protect them.",1,hmedsix,2019-06-27 16:57:18+00:00,1,ZioNazi,"Racist apartheid state. Zionazis dont spare even  black soldiers, who protect them.",1
1173374974410674176,Govt4theP,2019-09-15 23:16:08+00:00,1,ZioNazi,@codepink Since Zionazi #terrorUSt$ ideologues of #USrael have yet to get the U.S. beyond economic war sanctions on https://t.co/L0A7A3fw02,1,Govt4theP,2019-09-15 23:16:08+00:00,1,ZioNazi,@codepink Since Zionazi #terrorUSt$ ideologues of #USrael have yet to get the U.S. beyond economic war sanctions on https://t.co/L0A7A3fw02,1,Govt4theP,2019-09-15 23:16:08+00:00,1,ZioNazi,@codepink Since Zionazi #terrorUSt$ ideologues of #USrael have yet to get the U.S. beyond economic war sanctions on https://t.co/L0A7A3fw02,1
1117929370910281728,IqbalWaheed8,2019-04-15 23:15:06+00:00,1,ZioNazi,@DauntinglyS @santafeez zioNazi bot,1,IqbalWaheed8,2019-04-15 23:15:06+00:00,1,ZioNazi,@DauntinglyS @santafeez zioNazi bot,1,IqbalWaheed8,2019-04-15 23:15:06+00:00,1,ZioNazi,@DauntinglyS @santafeez zioNazi bot,1
1454891241095761920,smeetheens,2021-10-31 15:21:17+00:00,1,Israel,"@dAviDHD_G @zei_squirrel @deffonottommac its illegal to get gay married in israel. hell, even interfaith marriage is illegal over there. surprisingly enough, an apartheid state isnt very socially progressive",1,smeetheens,2021-10-31 15:21:17+00:00,1,Israel,"@dAviDHD_G @zei_squirrel @deffonottommac its illegal to get gay married in israel. hell, even interfaith marriage is illegal over there. surprisingly enough, an apartheid state isnt very socially progressive",1,smeetheens,2021-10-31 15:21:17+00:00,1,Israel,"@dAviDHD_G @zei_squirrel @deffonottommac its illegal to get gay married in israel. hell, even interfaith marriage is illegal over there. surprisingly enough, an apartheid state isnt very socially progressive",1
1233345545676165120,theforeverman,2020-02-28 10:57:47+00:00,1,ZioNazi,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under international law to kick out foreign invaders - Turkey, the USA and ZioNazi Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib https://t.co/0dSC4hk9UF",1,theforeverman,2020-02-28 10:57:47+00:00,1,ZioNazi,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under international law to kick out foreign invaders - Turkey, the USA and ZioNazi Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib https://t.co/0dSC4hk9UF",1,theforeverman,2020-02-28 10:57:47+00:00,1,ZioNazi,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under international law to kick out foreign invaders - Turkey, the USA and ZioNazi Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib https://t.co/0dSC4hk9UF",1
1216559517887954945,kelownascott,2020-01-13 03:16:06+00:00,1,Israel,"The world, including Canada, has given Israel a green light to take Palestinian land, destroy Palestinian homes, and strengthen a system of #Apartheid. Shame on us!",1,kelownascott,2020-01-13 03:16:06+00:00,1,Israel,"The world, including Canada, has given Israel a green light to take Palestinian land, destroy Palestinian homes, and strengthen a system of #Apartheid. Shame on us!",1,kelownascott,2020-01-13 03:16:06+00:00,1,Israel,"The world, including Canada, has given Israel a green light to take Palestinian land, destroy Palestinian homes, and strengthen a system of #Apartheid. Shame on us!",1
1096037600060690433,poparaadnan,2019-02-14 13:25:01+00:00,1,ZioNazi,"Surprise surprise, another right-winger neonazi is ardent zionazi supporter. No wonder, they have a lot in common. #zionismisracism https://t.co/pC3WS6qvSM",1,poparaadnan,2019-02-14 13:25:01+00:00,1,ZioNazi,"Surprise surprise, another right-winger neonazi is ardent zionazi supporter. No wonder, they have a lot in common. #zionismisracism https://t.co/pC3WS6qvSM",1,poparaadnan,2019-02-14 13:25:01+00:00,1,ZioNazi,"Surprise surprise, another right-winger neonazi is ardent zionazi supporter. No wonder, they have a lot in common. #zionismisracism https://t.co/pC3WS6qvSM",1
1143287829243596800,nicegook,2019-06-24 22:40:34+00:00,1,ZioNazi,Example of zionazi soldier�s courage ... https://t.co/bGe7oUvVgv,1,nicegook,2019-06-24 22:40:34+00:00,1,ZioNazi,Example of zionazi soldier�s courage ... https://t.co/bGe7oUvVgv,1,nicegook,2019-06-24 22:40:34+00:00,1,ZioNazi,Example of zionazi soldier�s courage ... https://t.co/bGe7oUvVgv,1
1122994928299036677,haltam_h,2019-04-29 22:43:49+00:00,1,ZioNazi,@AManInTheSun These ongoing provocations is how wars begin. I bet the zionazis are itching.,1,haltam_h,2019-04-29 22:43:49+00:00,1,ZioNazi,@AManInTheSun These ongoing provocations is how wars begin. I bet the zionazis are itching.,1,haltam_h,2019-04-29 22:43:49+00:00,1,ZioNazi,@AManInTheSun These ongoing provocations is how wars begin. I bet the zionazis are itching.,1
1248876680946597890,aust_toni,2020-04-11 07:32:58+00:00,1,ZioNazi,"@PolhomeEditor if You are not a Jew, they discriminate You!  boycott zioNaZis! https://t.co/wObwGxfoDb",1,aust_toni,2020-04-11 07:32:58+00:00,1,ZioNazi,"@PolhomeEditor if You are not a Jew, they discriminate You!  boycott zioNaZis! https://t.co/wObwGxfoDb",1,aust_toni,2020-04-11 07:32:58+00:00,1,ZioNazi,"@PolhomeEditor if You are not a Jew, they discriminate You!  boycott zioNaZis! https://t.co/wObwGxfoDb",1
1127682216950149121,plynch1036,2019-05-12 21:09:26+00:00,1,ZioNazi,What would you expect from Zionazi�s the kill brown people for a fucking imaginary divine right to someone else�s land! Got guns ? https://t.co/7Ze14JSvAK,1,plynch1036,2019-05-12 21:09:26+00:00,1,ZioNazi,What would you expect from Zionazi�s the kill brown people for a fucking imaginary divine right to someone else�s land! Got guns ? https://t.co/7Ze14JSvAK,1,plynch1036,2019-05-12 21:09:26+00:00,1,ZioNazi,What would you expect from Zionazi�s the kill brown people for a fucking imaginary divine right to someone else�s land! Got guns ? https://t.co/7Ze14JSvAK,1
1580600904746962945,JimBest90446812,2022-10-13 16:46:36+00:00,1,Israel,@Africa4Pal Father Abraham condemns this rancor between his children. Neither inheritance not religious practice or anything but bigotry and greed can explain the actions of Israel. And nothing more than corporate greed can explain the US support of the Israeli policies in forcing apartheid.,1,JimBest90446812,2022-10-13 16:46:36+00:00,1,Israel,@Africa4Pal Father Abraham condemns this rancor between his children. Neither inheritance not religious practice or anything but bigotry and greed can explain the actions of Israel. And nothing more than corporate greed can explain the US support of the Israeli policies in forcing apartheid.,1,JimBest90446812,2022-10-13 16:46:36+00:00,1,Israel,@Africa4Pal Father Abraham condemns this rancor between his children. Neither inheritance not religious practice or anything but bigotry and greed can explain the actions of Israel. And nothing more than corporate greed can explain the US support of the Israeli policies in forcing apartheid.,1
1228145100737347585,StephieGilley,2020-02-14 02:33:04+00:00,1,ZioNazi,@PaulSorrentino3 They are ZioNazis,1,StephieGilley,2020-02-14 02:33:04+00:00,1,ZioNazi,@PaulSorrentino3 They are ZioNazis,1,StephieGilley,2020-02-14 02:33:04+00:00,1,ZioNazi,@PaulSorrentino3 They are ZioNazis,1
1172936242243219456,peteno8,2019-09-14 18:12:46+00:00,1,ZioNazi,@LoveBling6 The USA is enabling the Zionazi Israeli government by recognising Jarusalem as the capital (US embassy) they are also facilitating Noahide law.\n\nThese are all parts of the lucifarian/abrahamic prophecy the deep state has been so conscientiously developing and creating?,1,peteno8,2019-09-14 18:12:46+00:00,1,ZioNazi,@LoveBling6 The USA is enabling the Zionazi Israeli government by recognising Jarusalem as the capital (US embassy) they are also facilitating Noahide law.\n\nThese are all parts of the lucifarian/abrahamic prophecy the deep state has been so conscientiously developing and creating?,1,peteno8,2019-09-14 18:12:46+00:00,1,ZioNazi,@LoveBling6 The USA is enabling the Zionazi Israeli government by recognising Jarusalem as the capital (US embassy) they are also facilitating Noahide law.\n\nThese are all parts of the lucifarian/abrahamic prophecy the deep state has been so conscientiously developing and creating?,1
1560975239793836034,FarhanS74,2022-08-20 13:01:13+00:00,1,Jews,"RT @Africa4Pal: To Young Israeli Jews who denounce Israel and its apartheid army, we salute you.   #FreePalestine https://t.co/kxWQmnttjN",1,FarhanS74,2022-08-20 13:01:13+00:00,1,Jews,"RT @Africa4Pal: To Young Israeli Jews who denounce Israel and its apartheid army, we salute you.   #FreePalestine https://t.co/kxWQmnttjN",1,FarhanS74,2022-08-20 13:01:13+00:00,1,Jews,"RT @Africa4Pal: To Young Israeli Jews who denounce Israel and its apartheid army, we salute you.   #FreePalestine https://t.co/kxWQmnttjN",1
1217950474072027136,Max_Gross,2020-01-16 23:23:16+00:00,1,ZioNazi,Zionazis #IsraelCrimes,1,Max_Gross,2020-01-16 23:23:16+00:00,1,ZioNazi,Zionazis #IsraelCrimes,1,Max_Gross,2020-01-16 23:23:16+00:00,1,ZioNazi,Zionazis #IsraelCrimes,1
1202763698324070401,TheAesculapius,2019-12-06 01:36:26+00:00,1,ZioNazi,"@Meg4Truth @HawleyMO @realDonaldTrump Well, #Iran is in the Zionazis sick list which we are somehow required to follow. Sad .@40_Ronda",1,TheAesculapius,2019-12-06 01:36:26+00:00,1,ZioNazi,"@Meg4Truth @HawleyMO @realDonaldTrump Well, #Iran is in the Zionazis sick list which we are somehow required to follow. Sad .@40_Ronda",1,TheAesculapius,2019-12-06 01:36:26+00:00,1,ZioNazi,"@Meg4Truth @HawleyMO @realDonaldTrump Well, #Iran is in the Zionazis sick list which we are somehow required to follow. Sad .@40_Ronda",1
1392739599366213632,i_confuser,2021-05-13 07:12:50+00:00,1,Israel,"RT @RATMofficial: The violence and atrocities we are witnessing in Sheikh Jarrah, the Al Aqsa compound and Gaza are a continuation of decades of Israel’s brutal apartheid and violent occupation of Palestine.",1,i_confuser,2021-05-13 07:12:50+00:00,1,Israel,"RT @RATMofficial: The violence and atrocities we are witnessing in Sheikh Jarrah, the Al Aqsa compound and Gaza are a continuation of decades of Israel’s brutal apartheid and violent occupation of Palestine.",1,i_confuser,2021-05-13 07:12:50+00:00,1,Israel,"RT @RATMofficial: The violence and atrocities we are witnessing in Sheikh Jarrah, the Al Aqsa compound and Gaza are a continuation of decades of Israel’s brutal apartheid and violent occupation of Palestine.",1
1233597018146082816,mohd_shakeel021,2020-02-29 03:37:02+00:00,1,ZioNazi,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under international law to kick out foreign invaders - Turkey, the USA and ZioNazi Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib https://t.co/0dSC4hk9UF",1,mohd_shakeel021,2020-02-29 03:37:02+00:00,1,ZioNazi,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under international law to kick out foreign invaders - Turkey, the USA and ZioNazi Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib https://t.co/0dSC4hk9UF",1,mohd_shakeel021,2020-02-29 03:37:02+00:00,1,ZioNazi,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under international law to kick out foreign invaders - Turkey, the USA and ZioNazi Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib https://t.co/0dSC4hk9UF",1
